900.0, 20466.0, 10829506947, 21, 1037027098.0, 2, 47682411274.0, 144, 16431184084.0, 48
900.0, 20466.0, 6929911682, 21, 1639489930.0, 2, 59032146135.0, 144, 20662220845.0, 48
900.0, 20466.0, 54863637062, 21, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
900.0, 20466.0, 11961480396, 21, 683201714.0, 2, 72788599196.0, 144, 24420823108.0, 48
900.0, 20466.0, 1618322162, 21, 2838545797.0, 2, 6048479483.0, 144, 2153973202.0, 48
900.0, 20466.0, 54863637062, 21, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
900.0, 20466.0, 30824502371, 21, 7011167705.0, 2, 211044093336.0, 144, 72161787912.0, 48
900.0, 20466.0, 16328252106, 21, 3706993216.0, 2, 85657161549.0, 144, 29766157183.0, 48
900.0, 20466.0, 54863637062, 21, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
900.0, 20466.0, 1721877115, 21, 1712218276.0, 2, 9486115725.0, 144, 3420094993.0, 48
900.0, 20466.0, 12255915542, 21, 2882621682.0, 2, 103787362449.0, 144, 35535415230.0, 48
900.0, 20466.0, 2506332955, 21, 2380006845.0, 2, 12726352558.0, 144, 4569524783.0, 48
900.0, 20466.0, 54863637062, 21, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
900.0, 20466.0, 6943302375, 21, 975054161.0, 2, 40517554445.0, 144, 13459084252.0, 48
900.0, 20466.0, 54863637062, 21, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
900.0, 20466.0, 7221124863, 21, 519800725.0, 2, 46570059170.0, 144, 16176962389.0, 48
900.0, 20466.0, 3050188735, 21, 1804884409.0, 2, 19402914969.0, 144, 6934942656.0, 48
900.0, 20466.0, 4046338451, 21, 1629177930.0, 2, 25979608008.0, 144, 9074866968.0, 48
900.0, 20466.0, 54863637062, 21, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
900.0, 20466.0, 54863637062, 21, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
900.0, 20466.0, 24718227250, 21, 5150780168.0, 2, 177062615492.0, 144, 60556100792.0, 48
900.0, 20466.0, 54863637062, 21, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
900.0, 20466.0, 4797621797, 21, 1606140722.0, 2, 64840094613.0, 144, 21672842226.0, 48
900.0, 20466.0, 2876158670, 21, 2710967605.0, 2, 15220671155.0, 144, 5475664564.0, 48
900.0, 20466.0, 14033785558, 21, 3380880512.0, 2, 116808288320.0, 144, 40014459392.0, 48
900.0, 20466.0, 5301379543, 21, 1970057380.0, 2, 40839383180.0, 144, 13939578006.0, 48
