0.0, 0.0, 0.0, 900.0, 20466.0, 21533986800.0, 96, 2914347305.0, 2, 31954619565.0, 144, 11114161084.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 242624160000.0, 96, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 242624160000.0, 96, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 9926661498.0, 96, 1790227592.0, 2, 15126084329.0, 144, 4688410287.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 10822326395.0, 96, 2417973746.0, 2, 15609033069.0, 144, 5465091422.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 9072900382.0, 96, 1188154361.0, 2, 13463958070.0, 144, 4510147619.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 30675123162.0, 96, 2607605962.0, 2, 45666377987.0, 144, 15713689385.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 242624160000.0, 96, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 74240013440.0, 96, 2822781184.0, 2, 111888467968.0, 144, 36600198912.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 242624160000.0, 96, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 242624160000.0, 96, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 20427147846.0, 96, 1853287108.0, 2, 31145113990.0, 144, 10582758297.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 89352600461.0, 96, 2506178209.0, 2, 134794473787.0, 144, 43919367135.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 20655578659.0, 96, 837415490.0, 2, 30761277222.0, 144, 10561836035.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 63317747841.0, 96, 2905270756.0, 2, 94014928024.0, 144, 32443321783.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 242624160000.0, 96, 9331200000.0, 2, 362059200000.0, 144, 123197760000.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 181049991561.0, 96, 1920660129.0, 2, 273118734477.0, 144, 88989888645.0, 48
0.0, 0.0, 0.0, 900.0, 20466.0, 102339280000.0, 96, 4523285530.0, 2, 152362665796.0, 144, 52325201404.0, 48
